trajectory_id,pickup_venueCategory,pickup_name,pickup_category,dropoff_venueCategory,dropoff_name,dropoff_category,passenger_count,pickup_hour,dropoff_hour,pickup_week
2464,University,Hosei University (法政大学 市ケ谷キャンパス),University,Subway,Kudanshita Station (九段下駅),Rail Station,2,6,7,Friday
2465,Convenience Store,7-Eleven (セブンイレブン),Convenience Store,Arts & Crafts Store,Hands (ハンズ),Furniture and Home Store,1,6,7,Saturday
2466,Mall,Ario (アリオ西新井),"Cafe, Coffee, and Tea House",Mall,Ario (アリオ西新井),"Cafe, Coffee, and Tea House",3,10,11,Friday
2467,Medical Center,Tokyo Women's Medical University Medical Center East (東京女子医科大学 東医療センター),Hospital,Video Store,ゲオ町屋店,Video Store,4,10,11,Tuesday
2468,Mobile Phone Shop,ドコモショップ 新宿東口店,Mobile Company,Train Station,Togoshi-ginza Station (IK03) (戸越銀座駅),Rail Station,1,10,10,Thursday
2469,Sandwich Place,サブウェイ 四谷店,Sandwich Spot,Government Building,Tokyo Family Court (東京家庭裁判所),Courthouse,1,2,4,Thursday
2470,Toy / Game Store,,,Chinese Restaurant,萬里本店,Chinese Restaurant,4,2,3,Tuesday
2471,Electronics Store,BICQLO (ビックロ),Electronics Store,Government Building,Tokyo Skytree (東京スカイツリー),Monument,4,2,3,Tuesday
2472,Subway,Hibiya Line Roppongi Station (H04) (日比谷線 六本木駅),Metro Station,Office,Midtown Tower (ミッドタウン・タワー),Business Center,2,9,10,Friday
2473,Mall,Northport Mall (ノースポート・モール),Shopping Mall,Subway,Center Kita Station (センター北駅),Rail Station,3,2,4,Saturday
2474,Food & Drink Shop,Ito Yokado (イトーヨーカドー 浦和店),Grocery Store,Train Station,Urawa Station (浦和駅),Rail Station,4,8,9,Saturday
2475,Bookstore,Mandarake Complex (まんだらけ コンプレックス),Retail,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,4,6,7,Sunday
2476,University,西8号館,College Academic Building,Post Office,郵便局,Post Office,3,0,1,Saturday
2477,Fast Food Restaurant,McDonald's (マクドナルド),Burger Joint,Dumpling Restaurant,Shokujin Gyozao (食神 餃子王),Chinese Restaurant,4,7,9,Thursday
2478,Subway,Korakuen Station (後楽園駅),Rail Station,Bar,Afilia Sherry's (アフィリア・シェリーズ),Cocktail Bar,4,9,11,Friday
2479,Subway,Korakuen Station (後楽園駅),Rail Station,Subway,Shiodome Station (汐留駅),Rail Station,2,2,2,Sunday
2480,Art Museum,Ueno Royal Museum (上野の森美術館),Art Museum,Fast Food Restaurant,McDonald's (マクドナルド),Burger Joint,1,5,6,Saturday
2481,Mall,Ameya Yokocho (アメヤ横丁),Shopping Mall,Fast Food Restaurant,McDonald's (マクドナルド),Burger Joint,1,5,6,Saturday
2482,Train Station,Meidaimae Station (KO06/IN08) (明大前駅),Rail Station,Convention Center,Central Building (センター棟),Convention Center,1,9,9,Friday
2483,Train Station,Meidaimae Station (KO06/IN08) (明大前駅),Rail Station,Train Station,Fujimigaoka Station (IN13) (富士見ヶ丘駅),Rail Station,1,7,8,Friday
2484,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原店),Arcade,Electronics Store,アキバ特区,Electronics Store,4,6,7,Sunday
2485,Concert Hall,Astro Hall (原宿アストロホール),Rock Club,Subway,Meiji-jingumae 'Harajuku' Station (明治神宮前 駅),Metro Station,3,4,5,Saturday
2486,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,Convenience Store,7-Eleven (セブンイレブン 川崎今井仲町店),Convenience Store,3,10,11,Thursday
2487,Subway,,,Furniture / Home Store,GINZA Francfranc,Furniture and Home Store,2,9,11,Tuesday
2488,Airport,Terminal 1 (第1ターミナル),Airport Terminal,Japanese Restaurant,Katsuya (かつや),Tonkatsu Restaurant,2,10,11,Friday
2489,Airport,Terminal 1 (第1ターミナル),Airport Terminal,Train Station,,,4,10,12,Friday
2490,Chinese Restaurant,Osaka Ohsho (大阪王将),Chinese Restaurant,Stadium,Nippon Budokan (日本武道館),Stadium,3,7,7,Tuesday
2491,Café,Caffe Veloce (カフェ・ベローチェ),Coffee Shop,Hobby Shop,Akihabara Gamers (AKIHABARAゲーマーズ),Hobby Store,3,10,11,Sunday
2492,Building,大豊建設,Construction,Restaurant,Kitchen ABC (キッチンABC),Yoshoku Restaurant,1,0,2,Wednesday
2493,Park,Horin Park (芳林公園),Park,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,4,2,3,Friday
2494,Bank,SMBC (三井住友銀行 人形町支店),Bank,Bank,SMBC (三井住友銀行 人形町支店),Bank,4,4,5,Friday
2495,Indian Restaurant,バルチックカレー久松町店,Indian Restaurant,Convenience Store,7-Eleven (セブンイレブン 東日本橋3丁目店),Convenience Store,1,12,12,Wednesday
2496,Bowling Alley,Round1 (ラウンドワン 池袋店),Arcade,Arcade,プロジェクトA池袋店,Arcade,4,8,9,Saturday
2497,Park,Akihabara Park (秋葉原公園),Park,Arcade,Hey - Hirose Entertainment Yard (Hey ヒロセエンターテイメントヤード),Arcade,4,11,11,Saturday
2498,Convenience Store,セブン-イレブン,Convenience Store,Hobby Shop,Gamers (ゲーマーズ),Hobby Store,2,7,7,Wednesday
2499,Electronics Store,Bic Camera (ビックカメラ 池袋本店),Home Appliance Store,Café,王立アフィリア魔法学院,Café,3,6,8,Wednesday
2500,Stadium,Yoyogi 1st Gymnasium (国立代々木競技場 第一体育館),Stadium,Subway,Meiji-jingumae 'Harajuku' Station (明治神宮前 駅),Metro Station,4,8,9,Thursday
2501,Concert Hall,Astro Hall (原宿アストロホール),Rock Club,Ramen /  Noodle House,モッコリ豚,Ramen Restaurant,2,9,10,Saturday
2502,Clothing Store,東京靴流通センター 上石神井店,Shoe Store,Train Station,Ōizumi-gakuen Station (SI11) (大泉学園駅),Rail Station,3,2,2,Monday
2503,Coffee Shop,Ueshima Coffee House (上島珈琲店),Coffee Shop,Movie Theater,Shin-Bungeiza (新文芸坐),Movie Theater,1,6,8,Tuesday
2504,Arcade,Hey - Hirose Entertainment Yard (Hey ヒロセエンターテイメントヤード),Arcade,Mobile Phone Shop,テルルモバイル NEO秋葉原店,Mobile Phone Store,2,6,7,Sunday
2505,Mobile Phone Shop,テルルモバイル NEO秋葉原店,Mobile Phone Store,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,2,7,7,Sunday
2506,Electronics Store,BICQLO (ビックロ),Electronics Store,Plaza,SL Plaza (SL広場),Plaza,3,7,8,Friday
2507,Arcade,Taito Station (タイトーステーション 新宿南口ゲームワールド店),Arcade,Café,GRILL&SWEETS CAFE SQUALL,Café,1,10,12,Sunday
2508,Hobby Shop,animate (アニメイト),Retail,Fast Food Restaurant,McDonald's (マクドナルド),Burger Joint,2,2,3,Tuesday
2509,Office,Yodobashi Assembly Center (YAC) (ヨドバシカメラ アッセンブリーセンター川崎),Warehouse,Bus Station,川崎駅東口バスターミナル,Bus Station,4,11,11,Sunday
2510,University,,,Bookstore,Sanseido Bookstore (三省堂書店 新宿店),Bookstore,4,7,9,Friday
2511,Arcade,Game Center Mikado (高田馬場ゲーセン ミカド),Arcade,Event Space,Koganei Miyajigakki Hall (小金井 宮地楽器ホール),Event Space,4,9,10,Thursday
2512,Record Shop,TOWER RECORDS,Retail,Office,東急桜丘町ビル,Office Building,1,8,9,Saturday
2513,Subway,Kyobashi Station (G10) (京橋駅),Rail Station,Miscellaneous Shop,ハロー!プロジェクト オフィシャルショップ 渋谷109-2店,Miscellaneous Store,2,7,8,Saturday
2514,Mall,Ario (アリオ亀有),Shopping Mall,Fast Food Restaurant,McDonald's (マクドナルド),Burger Joint,4,10,11,Thursday
2515,Plaza,汐留シオサイト 地下歩道,Plaza,Light Rail,Tokyo Big Sight Station (U11) (東京ビッグサイト駅),Rail Station,1,22,23,Saturday
2516,Temple,東禅寺,Temple,Bar,Asahi (あさひ),Sake Bar,4,8,9,Saturday
2517,Arcade,タイトーステーション 溝の口店,Arcade,Train Station,Musashi-Mizonokuchi Station (武蔵溝ノ口駅),Rail Station,3,8,8,Tuesday
2518,Mall,DiverCity Tokyo Plaza (ダイバーシティ東京 プラザ),Shopping Mall,Electronics Store,Bic Camera (ビックカメラ),Electronics Store,2,9,10,Tuesday
2519,Electronics Store,Bic Camera (ビックカメラ),Electronics Store,Electronics Store,Bic Camera (ビックカメラ),Electronics Store,2,3,3,Saturday
2520,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Hobby Shop,ソフマップ AKIBA2号店 パソコン総合館,Electronics Store,1,6,8,Saturday
2521,Bar,OAK BAR,Cocktail Bar,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,1,13,14,Wednesday
2522,Video Store,新宿TSUTAYA,Video Store,Train Station,JR New South Gate (JR 新南改札),Rail Station,2,7,7,Monday
2523,Train Station,Gotanda Station (五反田駅),Rail Station,Bar,Abbot's Choice (アボットチョイス),Beer Bar,4,12,13,Thursday
2524,Sandwich Place,サブウェイ 銀座松屋通り店,Sandwich Spot,Train Station,Yaesu South Exit (八重洲南口),Rail Station,4,5,6,Thursday
2525,Bar,d collection,Bar,Chinese Restaurant,谷記錦糸町南口店,Chinese Restaurant,3,17,19,Wednesday
2526,Parking,Akihabara UDX Parking (秋葉原UDXパーキング),Parking,General Entertainment,AKIHABARA Backstage Pass (AKIHABARAバックステージpass),Café,4,11,12,Monday
2527,Bar,Afilia Sherry's (アフィリア・シェリーズ),Cocktail Bar,Bookstore,K-BOOKS,Bookstore,1,8,9,Saturday
2528,Drugstore / Pharmacy,Fit Care DEPOT 初山店,Drugstore,Movie Theater,F Theater (Fシアター),Movie Theater,1,5,6,Sunday
2529,College Academic Building,6号館,College Science Building,Convention Center,Glass Building (ガラス棟),Convention Center,4,3,4,Tuesday
2530,Mall,Tokyo Midtown (東京ミッドタウン),Retail,Ramen /  Noodle House,Menya Musashi Kosho (麺屋武蔵 虎嘯),Ramen Restaurant,1,6,6,Saturday
2531,Subway,Roppongi Station (六本木駅),Metro Station,Ramen /  Noodle House,Menya Musashi Kosho (麺屋武蔵 虎嘯),Ramen Restaurant,2,6,6,Saturday
2532,Ramen /  Noodle House,Komoro Soba (小諸そば),Soba Restaurant,Smoke Shop,,,2,8,10,Tuesday
2533,Office,Akihabara UDX (秋葉原UDX),Business Center,Hobby Shop,animate (アニメイト),Retail,4,7,9,Tuesday
2534,Hobby Shop,Hobbyland Pochi (ホビーランドぽち 新宿店),Retail,Furniture / Home Store,Francfranc 新宿サザンテラス店,Furniture and Home Store,2,9,10,Saturday
2535,Mall,Nakano Broadway (中野ブロードウェイ),Shopping Plaza,Hobby Shop,Hobbyland Pochi (ホビーランドぽち 新宿店),Retail,2,8,9,Saturday
2536,Light Rail,,,Light Rail,Yamashita Station (SG08) (山下駅),Rail Station,3,5,7,Friday
2537,Food & Drink Shop,Seiyu (西友 三軒茶屋店),Grocery Store,Train Station,Keio Shimo-takaido Station (KO07) (京王 下高井戸駅),Rail Station,3,9,11,Tuesday
2538,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Other Nightlife,,,2,6,7,Sunday
2539,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Office,Akihabara UDX (秋葉原UDX),Business Center,4,6,6,Tuesday
2540,Bank,スルガ銀行渋谷支店,Bank,Music Venue,O−EAST,Music Venue,3,6,6,Sunday
2541,Mall,Aqua City Odaiba (アクアシティお台場),Shopping Mall,Office,,,1,7,8,Saturday
2542,Plaza,Akihabara Pedestrian Paradise (秋葉原 歩行者天国),Landmarks and Outdoors,Toy / Game Store,Pop Life Department M's (大人のデパート エムズ),Adult Store,1,7,8,Sunday
2543,Hobby Shop,animate (アニメイト),Retail,Ramen /  Noodle House,刀削麺荘唐家,Szechuan Restaurant,1,4,5,Monday
2544,Road,Kasumigaseki Exit (霞が関出入口),Toll Booth,Train Station,Oshiage Station 'SKYTREE' (押上 駅),Rail Station,4,0,1,Friday
2545,Subway,Omote-sando Station (表参道駅),Rail Station,Mall,Tokyo Solamachi (東京ソラマチ),Shopping Mall,2,6,6,Monday
2546,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,Office,Akihabara UDX (秋葉原UDX),Business Center,1,5,7,Sunday
2547,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,Coffee Shop,Tully's Coffee,Coffee Shop,4,4,6,Saturday
2548,Department Store,Mitsukoshi (日本橋三越本店),Department Store,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,3,8,9,Tuesday
2549,Medical Center,University of Tokyo Hospital (東京大学医学部附属病院),Hospital,University,University of Tokyo Hongo Campus (東京大学 本郷キャンパス),College and University,2,7,8,Friday
2550,Mall,DiverCity Tokyo Plaza (ダイバーシティ東京 プラザ),Shopping Mall,Electronics Store,Yodobashi Camera Multimedia Pavilion (ヨドバシカメラ マルチメディア館),Home Appliance Store,3,5,6,Saturday
2551,Mall,DiverCity Tokyo Plaza (ダイバーシティ東京 プラザ),Shopping Mall,Bookstore,COMIC ZIN,Comic Book Store,4,5,7,Saturday
2552,Restaurant,ライブレストラン青山,Restaurant,Moroccan Restaurant,モロッコ タジンや,Mediterranean Restaurant,1,4,4,Wednesday
2553,Subway,,,Restaurant,ライブレストラン青山,Restaurant,1,4,4,Tuesday
2554,Mall,Ito Yokado (イトーヨーカドー 木場店),Grocery Store,Mall,Ito Yokado (イトーヨーカドー 木場店),Grocery Store,4,11,11,Saturday
2555,Concert Hall,Stellar Ball (品川ステラボール),Concert Hall,Concert Hall,Stellar Ball (品川ステラボール),Concert Hall,1,10,12,Monday
2556,Ramen /  Noodle House,Menya Musashi Bujin (麺屋武蔵 武仁),Ramen Restaurant,Subway,Otemachi Station (大手町駅),Rail Station,2,4,4,Tuesday
2557,Subway,Otemachi Station (大手町駅),Rail Station,College Academic Building,Waseda Univ. 14 Bldg. (14号館),College Academic Building,4,3,4,Tuesday
2558,Mall,DiverCity Tokyo Plaza (ダイバーシティ東京 プラザ),Shopping Mall,Mall,DiverCity Tokyo Plaza (ダイバーシティ東京 プラザ),Shopping Mall,3,11,12,Sunday
2559,Japanese Restaurant,Matsuya (松屋),Restaurant,Clothing Store,UNIQLO (ユニクロ),Clothing Store,4,6,6,Sunday
2560,Chinese Restaurant,陳記,Chinese Restaurant,Chinese Restaurant,陳記,Chinese Restaurant,2,3,3,Thursday
2561,Train Station,新宿駅のちょっと手前,Rail Station,Café,Tas Yard,Café,2,7,8,Saturday
2562,Electronics Store,Yodobashi Camera (ヨドバシカメラ マルチメディア川崎ルフロン),Home Appliance Store,Gas Station / Garage,エネオスDr.Driveセルフ御幸店,Fuel Station,4,7,8,Saturday
2563,Government Building,Prime Minister's Official Residence (首相官邸),Government Department,Hotel,HOTEL MYSTAYS Kamata (ホテルマイステイズ蒲田),Hotel,4,6,7,Sunday
2564,Drugstore / Pharmacy,ハイフキヤドラッグ 高津本店,Pharmacy,Mall,Futako Tamagawa Rise Shopping Center (二子玉川ライズ ショッピングセンター),Shopping Mall,1,7,7,Monday
2565,River,,,Train Station,Futako-tamagawa Station (二子玉川駅),Rail Station,2,7,8,Monday
2566,Mall,マキアージュ 東久留米ショッピングセンタークルネ,Shopping Mall,Furniture / Home Store,ドイト東久留米店,Home Improvement Service,4,9,10,Sunday
2567,Park,Ikebukuro Nishiguchi Park (池袋西口公園),Park,Building,Honda R&D (本田技術研究所),"Shipping, Freight, and Material Transportation Service",4,0,1,Sunday
2568,Japanese Restaurant,とりでん 西武新宿駅前店,Japanese Restaurant,Bar,Sushi Izakaya Alps (すし居酒屋 アルプス),Sake Bar,2,8,10,Sunday
2569,Subway,Hibiya Line Roppongi Station (H04) (日比谷線 六本木駅),Metro Station,Movie Theater,TOHO Cinemas (TOHOシネマズ 六本木ヒルズ),Movie Theater,4,13,13,Saturday
2570,Subway,Sengakuji Station (泉岳寺駅),Rail Station,Temple,Kaminarimon Gate (雷門),Shrine,1,1,2,Sunday
2571,Subway,Sengakuji Station (泉岳寺駅),Rail Station,Mall,Nakamise Shopping Street (仲見世商店街),Shopping Plaza,2,1,2,Sunday
2572,College Academic Building,東9号館 ,College Academic Building,Dumpling Restaurant,Shokujin Gyozao (食神 餃子王),Chinese Restaurant,1,7,9,Monday
2573,Light Rail,調布5号踏切,Rail Station,Department Store,Parco (調布PARCO),Shopping Mall,1,2,3,Sunday
2574,Restaurant,Jonathan's (ジョナサン),Japanese Family Restaurant,Ramen /  Noodle House,Tokyo Mentsudan (東京麺通団),Japanese Curry Restaurant,1,11,12,Thursday
2575,Hobby Shop,Hobbyland Pochi (ホビーランドぽち 新宿店),Retail,Bookstore,Book 1st (ブックファースト),Bookstore,1,9,9,Sunday
2576,Subway,Meiji-jingumae 'Harajuku' Station (明治神宮前 駅),Metro Station,Arcade,Taito Station (タイトーステーション 新宿南口ゲームワールド店),Arcade,2,8,9,Sunday
2577,Subway,Meiji-jingumae 'Harajuku' Station (明治神宮前 駅),Metro Station,Electronics Store,Yodobashi Camera (ヨドバシカメラ 新宿西口本店),Computers and Electronics Retail,1,8,8,Thursday
2578,Train Station,Minami-Senju Station (南千住駅),Rail Station,Trade School,,,1,21,22,Monday
2579,Food & Drink Shop,コーノ 中野店,Grocery Store,Food & Drink Shop,コーノ 中野店,Grocery Store,4,7,7,Wednesday
2580,Subway,Hibiya Line Ebisu Station (H02) (日比谷線 恵比寿駅),Metro Station,Train Station,JR Kamata Station (JR 蒲田駅),Rail Station,2,5,6,Sunday
2581,Miscellaneous Shop,Kura Chika Yoshida,Luggage Store,Furniture / Home Store,The Conran Shop (ザ・コンランショップ),Furniture and Home Store,2,7,7,Sunday
2582,Bookstore,K-BOOKS,Bookstore,Café,AKB48 CAFE & SHOP AKIHABARA,Café,3,9,9,Saturday
2583,Sporting Goods Shop,Victoria (ヴィクトリア 本店),Sporting Goods Retail,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,2,6,7,Sunday
2584,Gift Shop,SKE48 OFFICIAL GOODS SHOP SHIBUYA,Gift Store,Electronics Store,Apple Shibuya (Apple 渋谷),Electronics Store,2,4,6,Sunday
2585,Convenience Store,Lawson (ローソン 三田三丁目店),Convenience Store,Convenience Store,Lawson (ローソン 三田三丁目店),Convenience Store,3,7,7,Tuesday
2586,Electronics Store,Apple Shibuya (Apple 渋谷),Electronics Store,Movie Theater,TOHO Cinemas (TOHOシネマズ 渋谷),Movie Theater,2,1,2,Sunday
2587,Ramen /  Noodle House,Hope-ken Honpo (ホープ軒本舗),Ramen Restaurant,Hobby Shop,Rilakkuma Store (リラックマストア),Hobby Store,2,4,5,Sunday
2588,Office,Akihabara UDX (秋葉原UDX),Business Center,Café,AKB48 CAFE & SHOP AKIHABARA,Café,2,7,8,Saturday
2589,High School,東京科学大学附属科学技術高等学校,High School,College Theater,G-SEC Lab,College Theater,2,8,8,Tuesday
2590,Mall,Northport Mall (ノースポート・モール),Shopping Mall,Mall,Northport Mall (ノースポート・モール),Shopping Mall,3,8,10,Tuesday
2591,Road,,,Home (private),,,2,10,12,Wednesday
2592,Train Station,Musashi-Mizonokuchi Station (武蔵溝ノ口駅),Rail Station,Salon / Barbershop,Luce,Hair Salon,2,3,5,Wednesday
2593,Electronics Store,Yamada Denki LABI (ヤマダデンキ LABI 渋谷),Home Appliance Store,Record Shop,TOWER RECORDS,Retail,3,7,8,Wednesday
2594,Hardware Store,Lemonsha (レモン社 銀座教会店),Camera Store,Coffee Shop,Starbucks (スターバックス),Coffee Shop,4,5,6,Monday
2595,Electronics Store,Yodobashi Camera (ヨドバシカメラ マルチメディア錦糸町),Home Appliance Store,Coffee Shop,Starbucks (スターバックス),Coffee Shop,1,9,10,Sunday
2596,Mall,Roppongi Hills (六本木ヒルズ),Shopping Mall,Mall,Roppongi Hills (六本木ヒルズ),Shopping Mall,4,8,8,Friday
2597,Art Gallery,,,Mall,Shibuya Hikarie (渋谷ヒカリエ),Business Center,3,7,8,Monday
2598,Subway,Asakusa Line Shimbashi Station (A10) (都営浅草線 新橋駅),Metro Station,Government Building,Tokyo Wangan Police Station (東京湾岸警察署),Police Station,1,9,10,Tuesday
2599,Subway,Platform 1 (1番線ホーム),Platform,Fast Food Restaurant,McDonald's (マクドナルド),Burger Joint,3,23,23,Thursday
2600,Subway,Hibiya Station (日比谷駅),Metro Station,Italian Restaurant,Stellato,American Restaurant,3,8,10,Saturday
2601,Food & Drink Shop,Hanamasa (肉のハナマサ),Butcher,Miscellaneous Shop,かなや刷子浅草支店,Miscellaneous Store,2,3,3,Thursday
2602,Bus Station,センター北駅バス停,Bus Stop,Train Station,Musashi-Kosugi Station (武蔵小杉駅),Hair Salon,1,22,0,Sunday
2603,Subway,Center Kita Station (センター北駅),Rail Station,Mall,Yotsubako,Retail,2,21,23,Wednesday
2604,Post Office,郵便局,Post Office,Subway,Kudanshita Station (九段下駅),Rail Station,1,9,11,Wednesday
2605,Convenience Store,7-Eleven (セブンイレブン 北の丸スクエア店),Convenience Store,Subway,Kudanshita Station (九段下駅),Rail Station,3,9,11,Wednesday
2606,Cosmetics Shop,ショップインお茶の水店,Cosmetics Store,Subway,Marunouchi Line Otemachi Station (M18) (丸ノ内線 大手町駅),Metro Station,3,5,5,Saturday
2607,Ramen /  Noodle House,Mouko Tanmen Nakamoto (蒙古タンメン中本),Ramen Restaurant,Embassy / Consulate,Embassy of Papua New Guinea (パプアニューギニア大使館),Embassy or Consulate,4,8,9,Thursday
2608,Food & Drink Shop,Osaki Forest Building Cafeteria (日本総合研究所 社員食堂),Food Court,Dessert Shop,pâtisserie Sadaharu AOKI paris,Pastry Shop,1,7,9,Tuesday
2609,Bus Station,Omori Sta. (East Exit) Bus Stop (大森駅(東口)バス停),Bus Stop,Movie Theater,Toho Cinemas (TOHOシネマズ日劇),Movie Theater,2,6,8,Saturday
2610,Electronics Store,Yodobashi Camera (ヨドバシカメラ マルチメディア新宿東口),Home Appliance Store,Clothing Store,GU,Clothing Store,4,7,8,Sunday
2611,Clothing Store,GU,Clothing Store,Train Station,Nerima Station (練馬駅),Convenience Store,4,7,8,Saturday
2612,Office,KDX豊洲グランスクエア,Office,Subway,Hibiya Station (日比谷駅),Metro Station,4,9,9,Friday
2613,Train Station,Koiwa Station (小岩駅),Rail Station,Subway,Kudanshita Station (九段下駅),Rail Station,2,4,4,Sunday
2614,Subway,Kagurazaka Station (T05) (神楽坂駅),Rail Station,Fast Food Restaurant,Matsuya (松屋),Donburi Restaurant,4,4,6,Wednesday
2615,Park,Shinjuku Chuo Park (新宿中央公園),Playground,Bookstore,Books Kinokuniya (紀伊國屋書店),Bookstore,2,7,8,Sunday
2616,Bookstore,Tsutaya Books (代官山 蔦屋書店),Bookstore,Train Station,Hachiko Exit (渋谷駅 ハチ公口),Travel and Transportation,4,11,11,Thursday
2617,Office,Ikejiri Institute of Design (IID 世田谷ものづくり学校),Coworking Space,Airport,Terminal 3 (第3ターミナル),Airport Terminal,2,13,14,Friday
2618,Government Building,川崎市 川崎区役所 大師支所,City Hall,Train Station,Kojimashinden Station (KK26) (小島新田駅),Rail Station,3,4,6,Monday
2619,Japanese Restaurant,鉄板焼・お好み焼き すずらん,Okonomiyaki Restaurant,Train Station,Daishibashi Station (KK25) (大師橋駅),Rail Station,3,3,3,Thursday
2620,Train Station,Higashi-Nagasaki Station (SI03) (東長崎駅),Rail Station,Drugstore / Pharmacy,Welcia (ウエルシア 豊玉目白通り店),Drugstore,3,7,9,Saturday
2621,Laundry Service,DOMANI,Laundry Service,Food,,,3,8,8,Saturday
2622,Mall,Tokyo Midtown (東京ミッドタウン),Retail,Japanese Restaurant,卯の刻,Bar,3,10,11,Friday
2623,Ferry,Tokyo Cruise Asakusa Terminal (浅草水上バス乗り場),Harbor or Marina,Toy / Game Store,,,4,3,5,Sunday
2624,Japanese Restaurant,Yuyuya (愉々家),Bar,Event Space,Kawasaki City Industrial Promotion Hall (川崎市産業振興会館),Convention Center,4,3,5,Saturday
2625,Mall,,,Mall,,,4,5,5,Tuesday
2626,Record Shop,TOWER RECORDS,Record Store,Plaza,新宿ステーションスクエア,Business and Professional Services,2,9,9,Wednesday
2627,Arcade,Taito Station (タイトーステーション 新宿南口ゲームワールド店),Arcade,Hobby Shop,animate (アニメイト),Hobby Store,2,7,9,Thursday
2628,Train Station,Ōkurayama Station (TY15) (大倉山駅),Rail Station,Bar,焼鳥ムック 大倉山店,Kushikatsu Restaurant,2,10,10,Monday
2629,Hobby Shop,Gamers (ゲーマーズ),Retail,Bar,焼鳥ムック 大倉山店,Kushikatsu Restaurant,2,8,9,Thursday
2630,Ramen /  Noodle House,油そば総本店,Ramen Restaurant,Music Venue,,,3,8,9,Sunday
2631,Parking,Akihabara UDX Parking (秋葉原UDXパーキング),Parking,Subway,Shin-koenji Station (M03) (新高円寺駅),Rail Station,3,10,12,Sunday
2632,Office,"Mitsubishi Research Institute, Inc. HQ (三菱総合研究所)",Office,Building,Otemachi Building (大手町ビル),Shopping Mall,3,3,3,Monday
2633,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,1,13,14,Sunday
2634,Brewery,Marushige Muyoya (赤坂 まるしげ 夢葉家),Sake Bar,Ramen /  Noodle House,Hide Chan Ramen (秀ちゃんラーメン),Ramen Restaurant,4,9,11,Friday
2635,Food & Drink Shop,AEON (イオン 練馬店),Grocery Store,Record Shop,TOWER RECORDS,Record Store,2,4,5,Monday
2636,Food & Drink Shop,はら酒店,Bar,Gas Station / Garage,Shell (昭和シェル石油セルフのがわ),Fuel Station,2,1,2,Monday
2637,Video Game Store,トイダック新城店,Retail,Food & Drink Shop,クリシマ サンモール店,Grocery Store,3,7,7,Wednesday
2638,Fast Food Restaurant,MOS Burger (モスバーガー),Burger Joint,Hobby Shop,宝さがし,Hobby Store,2,6,6,Saturday
2639,Diner,The Granvania (ザ・グランヴァニア),Restaurant,Subway,Marunouchi Line Shinjuku Station (M08) (丸ノ内線 新宿駅),Metro Station,2,10,12,Saturday
2640,Bookstore,Mandarake Complex (まんだらけ コンプレックス),Retail,Subway,Ichinoe Station (S18) (一之江駅),Rail Station,4,3,5,Wednesday
2641,Subway,Kudanshita Station (九段下駅),Rail Station,Stadium,Nippon Budokan (日本武道館),Stadium,3,5,5,Sunday
2642,Train Station,Tobu Ikebukuro Station (TJ01) (東武 池袋駅),Rail Station,Electronics Store,Yamada Denki LABI 1 (ヤマダデンキ LABI1 LIFE SELECT 池袋),Home Appliance Store,4,9,10,Saturday
2643,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Train Station,Ōtsuka Station (大塚駅),Rail Station,1,5,6,Friday
2644,Subway,Mita Line Mita Station (I04) (都営三田線 三田駅),Metro Station,Bookstore,あゆみBooks田町店,Bookstore,1,7,8,Monday
2645,Bookstore,Tenichi Books (天一書房),Bookstore,University,Keio University Yagami Campus (慶應義塾大学 矢上キャンパス),College and University,1,5,5,Wednesday
2646,Coffee Shop,,,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,3,6,6,Saturday
2647,Building,Shinjuku Nomura Building (新宿野村ビル),Business Center,Record Shop,TOWER RECORDS,Record Store,2,8,9,Sunday
2648,Paper / Office Supplies Store,Itoya (伊東屋 渋谷店),Stationery Store,Subway,Oedo Line Shinjuku Station (E27) (都営大江戸線 新宿駅),Metro Station,3,8,9,Wednesday
